Rank,School Rank,School,Team,Solved,Penalty,A,B,C,D,E,F,G,H,I,J,K,L,M,Dirt,Medal,Member1,Member2,Member3,Unofficial,Girl
143,,湖南大学,宋苏宇的塞拉斯真猛,5,723,+6(241),-,+3(126),+1(18),-,+1(14),-4,-,-,-,+1(184),-,-,58%,Bronze,刘佰幸,宋苏宇,张晨曦,N,N
144,,中国科学院大学,果壳家的龙 ACMer,5,725,+1(35),-,+5(251),+2(72),-,+4(45),-9,-,-1,-,+1(162),-,-,61%,Bronze,徐步骥,朱辰,李衍君,N,N
144,,华南理工大学,间谍果胶胶,5,725,+3(185),-,+3(268),+1(21),-,+1(17),-7,-,-,-,+2(134),-,-,50%,Bronze,刘彦佐,白佳业,郭子尧,N,N
146,,东北大学,东北大学_赢,5,736,+3(84),-,+3(167),+3(76),-,+2(69),-3,-,-1,-,+3(160),-,-,64%,Bronze,徐越昊,李泽仁,陈少皇,N,N
147,,华南师范大学,梭哈队,5,746,+5(204),-,+2(133),+2(33),-,+1(27),-,-,-12,-,+1(229),-,-,54%,Bronze,冼嘉荣,林叶华,覃醒亮,N,N
148,,东北大学秦皇岛分校,AC 快才是真的怪,5,747,+5(166),-,+1(225),+1(18),-,+1(20),-1,-,-,-,+3(198),-,-,54%,Bronze,吴政龙,张荆冬,祝向博,N,N
148,,北京邮电大学,六目相对,5,747,+3(188),-,+3(138),+1(13),-,+1(31),-,-,-,-,+2(277),-,-,50%,Bronze,崔家瑞,罗毅锐,谢骞,N,N
150,,哈尔滨工程大学,HH·木目木莫·岡本·木土艹雷其斤·001,5,750,+7(158),-,+3(254),+1(36),-,+1(18),-120,-,-,-,+1(124),-,-,61%,Bronze,王志远,薛宇浩,贾宏昊,N,N
151,80,金陵科技学院,二带一,5,753,+3(124),-1,+5(267),+1(27),-1,+1(14),-1,-1,-1,-1,+3(161),-1,-7,61%,Bronze,万卓越,李蕴杰,盛夏涛,N,N
152,81,燕山大学,塔山 Dark 树林,5,755,+7(230),-,+5(155),+1(22),-,+1(15),-2,-,-2,-,+3(93),-,-,70%,Bronze,孙振轩,李一阳,赵玉航,N,N
153,82,华南农业大学,欧若拉,5,793,+5(160),-1,+2(264),+1(26),-1,+1(20),-,-,-,-,+2(203),-,-,54%,Bronze,刘创嘉,林逸杰,郑晓楊,N,N
154,,浙江师范大学,三号楼说猫德是伪科学,5,795,+2(131),-,+1(184),+3(38),-,+1(24),-,-,-,-,+5(278),-,-,58%,Bronze,张煜,章可仲,郑可,N,N
155,,西安交通大学,潮涌,5,802,+2(101),-,+5(151),+4(54),-,+4(38),-6,-,-,-,+4(178),-,-,73%,Bronze,张清扬,王禹皓,田雨阳,N,N
156,,江西师范大学,非对称信息下的 ICPC 不平等博弈,5,804,+5(283),-,+3(224),+2(31),-,+1(12),-,-,-1,-,+1(114),-,-,58%,Bronze,庄芷滢,田震雄,陈康,N,N
157,83,浙大城市学院,游客,5,805,+3(110),-,+6(208),+2(15),-,+1(24),-,-,-,-,+3(248),-,-,66%,Bronze,张博超,方韬瑜,楼晨,N,N
158,84,电子科技大学中山学院,香山 1 队,5,808,+4(267),-,+3(179),+2(27),-,+1(15),-5,-,-,-,+5(120),-,-,66%,Bronze,吴宝,林国杰,陈佳宝,N,N
159,85,哈尔滨工业大学,搬起石头砸自己的脚,5,812,+6(235),-,+4(134),+1(37),-,+1(26),-5,-,-21,-,+2(200),-,-,64%,Bronze,刘宇哲,胡罡沣,谢明东,N,N
159,85,西湖大学,Westlake,5,812,+4(190),-,+1(84),+1(92),-,+1(51),-4,-,-5,-,+4(275),-,-,54%,Bronze,吴陈乐,张乐程,杨英豪,N,N
161,87,上海科技大学,新建文件夹,5,817,+3(283),-,+2(137),+3(88),-,+1(19),-6,-,-,-,+2(170),-,-,54%,Bronze,单子维,滕致浩,胡港枫,N,N
162,,西安电子科技大学,超额剩余价值,5,818,+4(82),-,+4(134),+1(53),-,+4(113),-4,-,-3,-,+3(216),-,-,68%,Bronze,何贯中,蒋叶桢,陈俊丞,N,N
163,,南京信息工程大学,流水线车间,5,824,+4(253),-,+3(160),+1(20),-,+1(25),-,-,-2,-,+1(266),-,-,50%,Bronze,张逸凡,林思程,马天顺,N,N
163,88,集美大学,for++,5,824,+3(125),-,+5(208),+1(27),-,+1(18),-,-,-27,-,+3(286),-,-,61%,Bronze,吴杰,周鑫,陈煜晗,N,N
165,89,中国计量大学,吴老板想要变成 chico 的狗,5,826,+7(156),-,+2(211),+1(26),-,+1(12),-2,-,-,-,+2(261),-,-,61%,Bronze,吴志存,杨晗,章霄宇,N,N
166,,哈尔滨工业大学,队名怎么说,5,837,+6(214),-,+4(185),+1(39),-,+2(29),-13,-,-,-,+2(170),-,-,66%,Bronze,叶程鹏,师乐天,陈旭坤,N,N
167,,哈尔滨工业大学,VHero 三一人,5,844,+4(230),-,+3(219),+2(44),-,+1(23),-,-,-74,-,+2(188),-,-,58%,Bronze,曹一豪,杨一正,王一桐,N,N
168,,山东大学,我猜你不猜我猜不猜你猜不猜,5,861,+3(230),-,+3(242),+1(64),-,+2(26),-4,-,-,-,+2(179),-,-,54%,Bronze,侯程文,苏程,陈子载,N,N
169,,福州大学,奇遇,5,867,+4(214),-,+4(198),+1(15),-,+1(33),-6,-,-,-,+3(247),-,-,61%,Bronze,林文浩,黄森,龙林,N,N
170,90,北华大学,卧龙,5,868,+9(270),-,+3(203),+1(24),-,+1(16),-,-,-,-,+2(135),-,-,68%,Bronze,杜琪,袁一骏,陈君杰,N,N
171,,广州大学,啊对对对,5,873,+8(284),-,+3(172),+1(20),-,+1(15),-1,-,-,-,+5(122),-,-,72%,Bronze,冯建华,林希栋,罗锦祺,N,N
172,91,湘潭大学,叫谢老板会被禁言,5,874,+9(241),-,+1(233),+1(14),-,+1(24),-,-,-38,-,+2(182),-,-,64%,Bronze,曾洋旭,李子熙,魏志高,N,N
173,92,桂林电子科技大学,无名之辈,5,884,+4(196),-,+8(253),+1(33),-,+1(16),-2,-,-,-,+4(126),-,-,72%,Bronze,刘思语,汪庭浩,黄思晨,N,N
174,93,湖南科技大学,喵喵队也要拿出真本事,5,898,+4(242),-,+4(243),+3(40),-,+1(10),-,-,-6,-,+2(183),-,-,64%,Bronze,周林锋,朱宏烨,李映飞,N,N
175,94,郑州轻工业大学,成为勇者魔王竟是我队友？！,5,901,+1(262),-,+7(270),+1(22),-,+1(12),-,-,-,-,+3(175),-,-,61%,Bronze,司传钊,张青华,韩子昂,N,N
175,,华南理工大学,啊堆堆对,5,901,+4(224),-,+1(271),+1(27),-,+1(20),-,-,-,-,+1(299),-,-,37%,Bronze,杨鸿飞,樊炎志,钟宇超,N,N
177,,浙江工业大学,下岗再就业,5,905,+5(262),-,+5(179),+1(15),-,+1(19),-9,-,-,-,+2(250),-,-,64%,Bronze,吴雨轩,王浩名,陈尧,N,N
178,95,福建农林大学,重生之我是懒狗,5,913,+10(175),-,+2(155),+2(24),-,+1(14),-,-,-111,-,+4(265),-,-,73%,Bronze,兰宇平,林新煜,陈心桥,N,N
179,96,北京理工大学珠海学院,星火燎原,5,939,+3(222),-,+3(204),+2(60),-,+1(31),-,-,-,-,+3(282),-,-,58%,Bronze,张润泽,胡德存,陈军,N,N
180,97,深圳大学,SZU_Tarjan,5,946,+3(208),-,+7(229),+1(27),-,+1(36),-,-,-,-,+2(266),-,-,64%,Bronze,刘仟华,苏嘉淇,钟兆雄,N,N
181,,中山大学,中山大学_破败军团,5,973,+6(202),-,+3(178),+1(34),-,+1(22),-,-,-,-,+8(257),-,-,73%,Bronze,姚敏清,彭泽铭,郑海俊,N,N
182,98,绍兴文理学院,破晓,5,978,+4(297),-,+5(212),+1(25),-,+1(15),-,-,-,-,+2(269),-,-,61%,Bronze,孟嘉政,范康鑫,郑柏成,N,N
183,,广东工业大学,顶蛙蛙,5,994,+6(258),-,+4(206),+1(24),-,+1(17),-,-,-,-,+3(289),-,-,66%,Bronze,张添乐,朱晋壕,林振杰,N,N
184,,中南大学,TheEndingEden,5,1012,+5(298),-,+3(220),+1(42),-,+2(21),-,-,-,-,+2(271),-,-,61%,Bronze,代林凡,王丰呈,金子璇,N,N
185,99,华中师范大学,RE 是评测机的谎言,5,1063,+5(229),-,+6(276),+3(33),-1,+1(10),-1,-1,-107,-1,+3(255),-,-,72%,Bronze,余恒宇,史承钰,姚辰恺,N,N
186,100,广东工业大学揭阳校区,GDUTJY_天依不加糖,5,1064,+10(207),-,+5(238),+1(27),-,+1(15),-13,-,-,-,+3(277),-,-,75%,Bronze,袁畅,钟鸣,黄子扬,N,N
187,101,南昌大学,摆烂猫猫,5,1126,+3(273),-,+9(295),+2(36),-,+1(31),-,-,-,-,+3(231),-,-,72%,Bronze,万钧,惠鹏程,蔡定中,N,N
188,,上海大学,搜铺,5,1183,+6(281),-,+8(228),+1(12),-,+4(34),-,-,-,-,+3(288),-,-,77%,Bronze,易兰萱,谢奕,金铖,N,N
189,,华南理工大学,Any,5,1292,+9(293),-,+7(272),+1(30),-,+1(20),-,-,-,-,+8(257),-,-,80%,Bronze,关锦权,赵宇,陈硕,N,N
190,102,湖南文理学院,huas_1 队,4,324,-10,-,+3(128),+1(36),-,+1(19),-10,-,-1,-,+2(81),-,-,42%,Bronze,刘威,吴立强,李嘉红,N,N
191,,山东理工大学,无至之境,4,325,-12,-,+2(122),+1(14),-,+1(10),-7,-,-,-,+1(159),-,-,20%,Bronze,宋天一,张广祺,杨帆,N,N
192,103,香港科技大学,樹狀數組不能維護 01 背包,4,371,-4,-,+3(195),+1(28),-,+2(21),-,-,-2,-,+2(47),-,-4,50%,Bronze,何佳优,张重,池彦宽,N,N
192,103,中南林业科技大学,中南林业科技大学 1 队,4,371,+1(88),-,-6,+2(20),-,+1(24),-4,-,-,-,+2(199),-,-,33%,Bronze,周海勇,舒莳英,雷阳,N,N
194,105,河海大学,队长六级 998244353 分,4,374,+2(121),-,+1(176),+1(36),-,+1(21),-,-,-,-,-3,-,-,20%,Bronze,余一鸣,张时钊,郁冰哲,N,N
195,106,湖南师范大学,榛楛济济,4,412,+1(91),-,-8,+1(19),-,+2(31),-,-,-,-,+3(211),-,-,42%,Bronze,张椿瑞,欧阳龙,郜博奕,N,N
196,107,东北电力大学,HAL 9000,4,423,+4(164),-,+4(107),+1(13),-,+1(19),-2,-,-,-,-6,-,-,60%,Bronze,关凯铭,徐浩东,李翔宇,N,N
197,108,湖南农业大学,重振湘农荣光,4,441,+3(108),-,+3(215),+1(24),-,+1(14),-,-,-,-,-,-,-,50%,Bronze,唐扬,曾钰倬,李杰,N,N
198,,北京理工大学,蒟蒻观光,4,442,+5(118),-,+3(161),+1(17),-,+1(26),-,-,-6,-,-5,-,-,60%,Bronze,凌铭志,王子默,罗琦宣,N,N
199,109,东华大学,德凯,4,477,-9,-,+1(133),+1(33),-,+1(20),-,-,-,-,+2(271),-,-,20%,Bronze,严涵,侯迦得,蔡晋,N,N
200,110,沈阳化工大学,Kiryca,4,482,-,-,+2(157),+1(36),-,+1(18),-,-,-,-,+1(251),-,-,20%,Bronze,周壮壮,惠蒲葵,陈如聪,N,N
201,111,黑龙江大学,拭暗晨曦,4,490,-13,-,+4(109),+3(49),-,+1(19),-,-,-,-,+2(193),-,-,60%,Bronze,丁浩康,宋福海,邓基霄,N,N
201,,四川大学,摸鱼小队,4,490,+2(73),-,-5,+2(43),-,+1(17),-,-,-,-,+6(217),-,-,63%,Bronze,彭昌浩,杜双君,黄乙凌,N,N
203,112,中北大学,能开香槟吗,4,501,+1(154),-,-4,+1(36),-,+2(30),-,-,-,-,+2(241),-,-,33%,Bronze,冯奕铭,方杰,陈利鑫,N,N
204,113,武汉轻工大学,赢了放烟花，输了喝可乐,4,517,+5(141),-,-3,+1(47),-,+1(39),-,-,-,-,+2(190),-,-,55%,Bronze,王小康,谷帼嵘,邵宽,N,N
205,,中国计量大学,fufu 吃大米,4,521,+1(139),-,-3,+2(33),-,+1(19),-,-,-,-,+2(290),-,-,33%,Bronze,刘昕,裴君辉,金晖,N,N
206,,武汉科技大学,阿尼亚能读懂出题人吗,4,527,+3(132),-,-9,+1(36),-,+1(21),-,-,-,-,+3(258),-,-,50%,Bronze,丁怡特,姬慧彤,曹阳兴,N,N
207,114,湖南工学院,全是友军玩毛,4,538,+3(79),-1,-1,+3(25),-1,+1(17),-1,-1,-1,-1,+4(277),-1,-1,63%,Bronze,刘坤,周传,胡梦泽,N,N
208,,南京航空航天大学,林克时间,4,540,+2(123),-,-1,+2(37),-,+1(10),-,-,-,-,+4(270),-,-,55%,Bronze,刘明杰,袁尔杭,陈泓谙,N,N
209,115,山东大学（威海）,无所谓，我会 AC,4,544,+4(146),-,-,+2(35),-,+1(23),-,-,-,-,+2(240),-,-,55%,Bronze,崔海勤,张智航,朱益言,N,N
210,,广州大学,WA&TLE 自动机,4,553,-6,-,+7(174),+1(27),-,+1(10),-,-,-12,-,+3(182),-,-,66%,Bronze,吴昊原,林国鑫,陈凯,N,N
211,116,南昌航空大学,正在起名中,4,554,+1(85),-,+6(292),+2(38),-,+1(19),-,-,-,-,-,-,-,60%,Honorable,肖豫崇,谢佳树,邹锦法,N,N
212,117,青岛大学,(^_^).zZ,4,556,-3,-,+4(204),+1(27),-,+1(20),-105,-,-,-,+5(165),-,-,63%,Honorable,姜恒玉,陈贺,韩明睿,N,N
213,118,闽南师范大学,阿尼亚今天 wakuwaku,4,557,+5(264),-,-,+1(12),-,+1(18),-,-,-,-,+2(163),-,-,55%,Honorable,梁国栋,沈汉强,郭雷,N,N
214,,南京邮电大学,最喜欢的一集,4,559,+2(218),-,+3(210),+1(48),-,+1(23),-1,-,-,-,-,-,-,42%,Honorable,孙靖辉,张烨民,陶陆天,N,N
215,,天津大学,180 天了，还没改名,4,560,-14,-,+4(184),+1(17),-,+1(13),-,-,-,-,+3(246),-,-,55%,Honorable,任俍栋,李俊佳,王子祺,N,N
216,119,北京科技大学,我不行了,4,565,-4,-,+4(187),+1(41),-,+1(31),-,-,-,-,+3(206),-,-,55%,Honorable,刘伟浩,王诺贤,苏锦波,N,N
217,120,武汉理工大学,有福同享有难退队,4,569,+2(139),-,-2,+1(30),-,+2(26),-,-,-,-,+4(274),-,-,55%,Honorable,李伦喆,林学涛,黄峻,N,N
218,121,齐鲁工业大学,拿铜去上海,4,574,+3(190),-,+3(261),+1(25),-,+1(18),-,-,-,-,-2,-,-,50%,Honorable,刘易凡,王金旭,许一鸣,N,N
219,,北京交通大学,白夜追风,4,600,-12,-,+3(209),+1(17),-,+1(7),-,-,-,-,+3(287),-,-,50%,Honorable,余彦可,俞贤皓,彭彦铭,N,N
220,,中国人民大学,养老人员专属薏米茶,4,601,+6(147),-,+6(183),+2(32),-,+1(19),-,-,-,-,-2,-,-,73%,Honorable,潘俊达,程云飞,陈路晰,N,N
221,,浙大城市学院,乱拳打死老师傅,4,602,+7(100),-,-,+1(33),-,+1(19),-,-,-,-,+5(250),-,-,71%,Honorable,沈昕哲,王磊,褚锦威,N,N
222,122,广东外语外贸大学,路卡利欧,4,605,-8,-,+1(180),+1(21),-,+1(14),-,-,-,-,+6(290),-,-,55%,Honorable,李梓康,梁晓中,王辕,N,N
223,123,浙江中医药大学,ZCMU-珂朵莉樹上可持續化咕咕咕,4,618,+3(262),-,+3(229),+1(21),-,+1(26),-,-,-,-,-1,-,-,50%,Honorable,姚冠宇,盛子阳,赵天骏,N,N
224,,武汉理工大学,再睡五分钟,4,632,+3(184),-,+4(271),+2(39),-,+1(18),-,-,-,-,-,-,-,60%,Honorable,侯雪峰,叶圳焜,谢子扬,N,N
225,,中国科学技术大学,freedive,4,646,-7,-,+3(235),+1(62),-,+4(36),-,-,-,-,+3(173),-,-,63%,Honorable,李泽林,欧阳博丁,肖羿,N,N
226,124,南开大学,狂乱木曜日,4,649,-,-,+4(193),+1(74),-,+2(56),-,-,-,-,+1(246),-,-,50%,Honorable,陈冠修,陈雪涛,魏冰青,N,N
227,125,重庆交通大学,白毛萝莉控重度患者,4,651,-,-,+4(176),+3(27),-,+1(19),-,-,-,-,+3(289),-,-,63%,Honorable,杨卡达,葛昌威,陈俊曦,N,N
228,126,北京工业大学,V50 吃疯狂星期四,4,662,+6(299),-,+2(208),+1(14),-,+1(21),-,-,-,-,-,-,-,60%,Honorable,余佳珉,刘海天,王钟楠,N,N
229,127,湖南警察学院,hp2,4,664,+1(186),-,+5(246),+4(71),-,+1(21),-,-,-,-,-,-,-,63%,Honorable,唐琦,左国祥,洪鸿铭,N,N
230,,华东理工大学,上课铃是摇篮曲所以我们 11 点就下线,4,665,-11,-,+8(204),+1(34),-,+1(15),-,-,-,-,+2(252),-,-,66%,Honorable,姜中为,汪梓祥,逯天毅,N,N
231,128,上海海事大学,main,4,677,-4,-,+2(171),+5(100),-,+1(39),-,-,-,-,+3(227),-,-,63%,Honorable,周金,应懿,薛津麒,N,N
232,129,浙江财经大学,寒星孤月,4,683,-4,-,+5(275),+1(25),-,+1(13),-,-,-,-,+6(190),-,-,69%,Honorable,冯裕钵,徐海天,陈启亮,N,N
233,130,沈阳航空航天大学,道阻且长,4,701,+9(291),-,+3(129),+2(49),-,+1(12),-,-,-,-,-,-,-,73%,Honorable,刘云鹏,薛逯,詹昊,N,N
234,131,湖北工业大学,人工鸽与电子鸟,4,737,+9(189),-,-,+1(30),-,+1(13),-,-,-,-,+4(285),-,-,73%,Honorable,张昕,柯鹏杰,王敬,N,N
235,,中南大学,AK 是你的谎言,4,752,+10(254),-,-,+1(27),-,+2(28),-,-,-1,-,+2(223),-,-,73%,Honorable,唐义丰,崔力鸿,羊宏宇,N,N
236,,北京交通大学,凑不出一摩拉,4,756,+6(200),-,+4(267),+2(58),-,+2(31),-,-,-,-,-,-,-,71%,Honorable,何昌鹏,杨纪升,许根瑞,N,N
237,132,武汉工程大学,zcy 粉丝团,4,769,-11,-,+8(298),+1(22),-,+1(13),-,-,-,-,+3(256),-,-,69%,Honorable,刘超,樊长冰,符轩豪,N,N
238,133,大连海事大学,反之亦然,4,773,+10(158),-,+5(261),+3(37),-,+1(17),-,-,-,-,-5,-,-,78%,Honorable,王暄,童奕,陶安鑫,N,N
239,134,湖南工业大学,不太会做题,4,785,-9,-,+5(265),+3(43),-,+1(18),-,-,-,-,+4(279),-,-,69%,Honorable,刘平涛,孙凯文,蔡珏,N,N
240,135,信息工程大学,老村长,4,790,+11(196),-,+4(284),+1(31),-,+1(19),-,-,-,-,-,-,-,76%,Honorable,李一帆,郑浩楠,陈润森,N,N
241,136,河南科技大学,jwq,4,791,+5(277),-,+5(239),+4(35),-,+1(20),-,-,-,-,-,-,-,73%,Honorable,王若龙,蒋成冉,钦钊,N,N
242,,厦门大学,比奇堡三恶霸,4,796,-7,-,+7(240),+1(28),-,+1(20),-,-,-,-,+6(288),-,-,73%,Honorable,宋笑宇,陈江旺,陈玮坚,N,N
243,,上海大学,玉兰花开,4,806,-8,-,+6(243),+1(34),-,+1(17),-,-,-,-,+7(292),-,-,73%,Honorable,康高熙,李梓航,王静颐,N,N
244,,西北工业大学,KYZ,4,820,+9(256),-,+5(246),+1(35),-,+2(23),-,-,-,-,-,-,-,76%,Honorable,康博意,杨昊,赵子元,N,N
245,,吉林大学,H-Z-J 树,4,833,+14(190),-,+3(291),+1(23),-,+1(29),-5,-,-,-,-,-,-,78%,Honorable,蒋致欧,郑佳策,黄哲霖,N,N
246,,湘潭大学,三只小猪,4,1035,+15(289),-,-,+3(36),-,+1(18),-,-,-,-,+6(272),-,-,84%,Honorable,万康,何恺,曾庆鑫,N,N
247,137,苏州科技大学,最后的轻语,4,1076,+8(269),-,+5(261),+11(109),-,+1(17),-,-,-,-,-1,-,-,84%,Honorable,吴晓凡,时微淳,黄泱邦,N,N
248,138,浙江机电职业技术学院,机电八队,3,181,-12,-,+1(132),+1(28),-,+1(21),-,-,-,-,-,-,-,0%,Honorable,周伟剑,洪志伦,赵郑重,N,N
249,139,广西大学,Sakana，你让我陷入疯狂！,3,183,-1,-,-2,+1(17),-,+1(22),-,-,-,-,+2(124),-,-,25%,Honorable,孙城涛,洪越,蓝秋雨,N,N
250,140,江苏科技大学,没办法,3,197,-4,-,-2,+1(32),-,+2(17),-,-,-,-,+2(108),-,-,40%,Honorable,殷苏海,王博,续马乐,N,N
251,141,河南师范大学,What is DFS,3,203,-2,-,+1(125),+2(43),-,+1(15),-,-,-,-,-1,-,-,25%,Honorable,王宇航,郝奥恺,高新想,N,N
252,,东南大学,小猪佩奇冲冲冲,3,216,+4(88),-,-6,+1(29),-,+2(19),-,-,-,-,-,-,-,57%,Honorable,刘奕辰,李想,顾枢衡,N,N
252,,吉林大学,无所谓，我们会 WA！,3,216,+2(147),-,-7,+1(31),-,+1(18),-,-,-,-,-,-,-,25%,Honorable,任可,都博远,马维龙,N,N
254,142,湖南理工学院,luckin,3,221,-12,-,+2(157),+1(28),-,+1(16),-,-,-,-,-,-,-,25%,Honorable,梁韧,王斯威,陈睿轩,N,N
255,143,宁波工程学院,队长没过四级队,3,224,+4(128),-,-2,+1(22),-,+1(14),-,-,-,-,-1,-,-,50%,Honorable,席帅,徐恩祥,耿龙斌,N,N
256,144,嘉应学院,神狗之争,3,228,+1(156),-,-3,+1(35),-,+2(17),-,-,-,-,-,-,-,25%,Honorable,蔡创昇,袁锐涛,颜朝杰,N,N
256,,厦门大学,OI 时长两年半,3,228,-6,-,+2(172),+1(24),-,+1(12),-,-,-,-,-3,-,-,25%,Honorable,李哲彦,林帅,陈臻,N,N
258,145,北京化工大学,打不过就哭哭,3,239,+5(120),-1,-20,+1(27),-1,+1(12),-1,-1,-1,-1,-1,-1,-1,57%,Honorable,叶可,曾梓勋,韩明辰,N,N
259,146,乐山师范学院,水上由岐,3,241,+3(126),-,-4,+2(34),-,+1(21),-,-,-,-,-4,-,-,50%,Honorable,何世春,吕孟霖,钟闻杰,N,N
260,147,大连理工大学,鹏鹏今天吃什么,3,242,+1(195),-,-3,+1(27),-,+1(20),-,-,-,-,-5,-,-,0%,Honorable,赵钧鹏,邓思航,高金鹏,N,N
261,,浙江理工大学,邪王真眼是最强的,3,249,+3(156),-,-4,+1(30),-,+1(23),-,-,-,-,-,-,-,40%,Honorable,俞璐瑶,庄志宽,陈颖豪,N,N
262,,哈尔滨理工大学,哈理工 06 队,3,257,+2(188),-,-,+1(28),-,+1(21),-,-,-,-,-3,-,-,25%,Honorable,林浩,沈锦轩,陈圻昇,N,N
263,148,湖南城市学院,KFC 三人篮球,3,265,-9,-,+3(171),+1(31),-,+1(23),-,-,-,-,-4,-,-,40%,Honorable,申皓民,盛凌峰,谢林宏,N,N
264,149,长安大学,彩虹岛之戮,3,288,+4(104),-,-5,+2(42),-,+3(22),-,-,-,-,-,-,-,66%,Honorable,刘葆骐,张园,段可然,N,N
265,150,成都信息工程大学,往日不再,3,290,-5,-,-,+1(31),-,+2(20),-,-,-,-,+3(179),-,-,50%,Honorable,张李欣,张轩铭,林莫豪,N,N
266,151,河北师范大学,黎明之光,3,293,+4(177),-,-,+1(34),-,+1(22),-,-,-,-,-5,-,-,50%,Honorable,吕占捷,张圣哲,黄巍赟,N,N
267,152,浙江工业职业技术学院,恭喜你加入羊群,3,301,-130,-,+3(219),+1(26),-,+1(16),-,-,-,-,-,-,-,40%,Honorable,周越,杨楠,竺夏,N,N
268,,乐山师范学院,我的罚时在你之上,3,305,+1(196),-,-3,+2(48),-,+1(41),-,-,-,-,-,-,-,25%,Honorable,姜涛,崔伟浩,覃彦,N,N
268,153,华北电力大学（北京）,ncepu_Hangzhou_001,3,305,+2(206),-,-1,+1(37),-,+2(22),-,-,-,-,-,-,-,40%,Honorable,林鸿睿,武承禹,申艺翔,N,N
270,154,长沙学院,代码敲不,3,311,-9,-,-,+2(52),-,+1(16),-,-,-,-,+1(223),-1,-,25%,Honorable,李佳骏,肖春晴,邱一凡,N,N
271,,浙江师范大学,阿，退！退！退！,3,315,-4,-,+4(178),+2(21),-,+2(16),-,-,-,-,-,-,-,62%,Honorable,倪梦洁,滕佳倩,许凯胤,N,N
272,,深圳大学,SZU_YanranLee,3,321,-2,-,-2,+1(31),-,+1(17),-,-,-,-,+3(233),-,-,40%,Honorable,许彦婷,郑杨,陈敏涵,N,N
272,,郑州轻工业大学,没有数理基础,3,321,-7,-,-,+1(23),-,+1(18),-,-,-,-,+2(260),-,-,25%,Honorable,刘子豪,卢亚冬,赵清杨,N,N
274,,北京化工大学,谁偷了我的快速幂板子？！,3,324,+5(198),-,-3,+1(29),-,+1(17),-,-,-,-,-2,-,-,57%,Honorable,杨青博,汪孔煜,翟浩天,N,N
275,,同济大学,打呗,3,328,-4,-,+5(212),+1(22),-,+1(14),-,-,-,-,-2,-,-,57%,Honorable,徐正扬,成笑行,陈奕澄,N,N
275,,南京邮电大学,圣母圣咏,3,328,+2(213),-,-,+1(44),-,+2(31),-,-,-,-,-,-,-,40%,Honorable,刘汪,卢雨田,周仕哲,N,N
277,,大连理工大学,看懂题面就算成功,3,329,-6,-,+3(222),+1(44),-,+1(23),-,-,-,-,-1,-,-,40%,Honorable,唐弘基,杜梦杰,艾子懿,N,N
278,155,常熟理工学院,双葉幼稚园不养废物,3,336,-9,-,+3(254),+1(26),-,+1(16),-,-,-,-,-,-,-,40%,Honorable,张明旭,曾谷优,陈昭,N,N
279,156,中国矿业大学（北京）,队长一人顶仨队,3,341,-,-,-2,+1(37),-,+1(19),-,-,-,-,+4(225),-,-,50%,Honorable,史坪巧,张泽豪,高晨莹,N,N
280,157,江西理工大学南昌校区,天动万象,3,345,+3(223),-,-1,+1(54),-,+1(28),-,-,-,-,-,-,-,40%,Honorable,孙港,张汇鑫,王雄,N,N
281,158,重庆邮电大学,抽根华子,3,350,-7,-,+2(216),+1(56),-,+2(38),-,-,-,-,-,-,-,40%,Honorable,汪子涵,王俊凌,陈金文,N,N
282,159,合肥工业大学宣城校区,柚子社天下第一,3,352,+6(204),-,-6,+1(30),-,+1(18),-,-,-,-,-,-,-,62%,Honorable,张程曦,徐震,郑博文,N,N
283,,中北大学,起名真麻烦,3,353,-2,-,+6(212),+1(24),-,+1(17),-,-,-,-,-,-,-,62%,Honorable,张纭昌,王任钰,范展诚,N,N
284,160,西安理工大学,感受一下比赛氛围,3,358,-3,-,-,+1(42),-,+1(16),-,-,-,-,+3(260),-,-,40%,Honorable,刘元涛,张佳成,张逸飞,N,N
285,161,西安邮电大学,同调加速连光都可以超越,3,359,+6(225),-,-,+1(23),-,+1(11),-,-,-,-,-,-,-,62%,Honorable,刘珅池,王嘉男,赵景齐,N,N
286,,湖南师范大学,顽强拼搏,3,364,+2(258),-,-,+1(59),-,+1(27),-,-,-,-,-1,-,-,25%,Honorable,何嘉骏,王万福,胡缘,N,N
286,162,上海应用技术大学,四面楚鸽,3,364,-5,-,+3(271),+1(36),-,+1(17),-,-,-,-,-,-,-,40%,Honorable,叶之捷,朱嘉钧,王俞力,N,N
288,,上海科技大学,在世界终末的降临之日，我们的字符串题被卡常了,3,374,-,-,+4(191),+2(62),-,+1(41),-,-,-,-,-,-,-,57%,Honorable,曹宇涵,林迦勒,白一诺,N,N
289,163,南华大学,难道他是天才吗,3,377,-6,-,-,+3(61),-,+1(17),-,-,-,-,+3(219),-,-,57%,Honorable,周楷傑,李柏顺,杨家骏,N,N
289,163,浙江工商大学,队名？,3,377,-13,-,+4(273),+1(27),-,+1(17),-,-,-,-,-,-,-,50%,Honorable,俞庄楠,陈南君,陈致远,N,N
291,165,成都东软学院,再爱我一次,3,379,+4(273),-,-4,+1(31),-,+1(15),-,-,-,-,-,-,-,50%,Honorable,张旭东,赵哲煜,陈笑,N,N
